file;totalLines_svn;addedLines_svn;removedLines_svn;percentageOfChange_svn;accuracy_svn;measure_svn;recall_svn;precision_svn;effort_svn;totalLines_git;addedLines_git;removedLines_git;percentageOfChange_git;accuracy_git;measure_git;recall_git;precision_git;effort_git
packages/ide/src/fill/electron.ts;463;9;5;0.03023758099352052;0.9706498951781971;0.9848156182212581;0.980561555075594;0.9891067538126361;14;463;9;5;0.03023758099352052;0.9706498951781971;0.9848156182212581;0.980561555075594;0.9891067538126361;14
doc/admin/install/google_cloud.md;66;7;12;0.2878787878787879;0.7764705882352941;0.8613138686131386;0.8939393939393939;0.8309859154929577;19;66;7;12;0.2878787878787879;0.7764705882352941;0.8613138686131386;0.8939393939393939;0.8309859154929577;19
doc/admin/install/aws.md;66;4;7;0.16666666666666666;0.8571428571428571;0.9185185185185185;0.9393939393939394;0.8985507246376812;11;66;4;7;0.16666666666666666;0.8571428571428571;0.9185185185185185;0.9393939393939394;0.8985507246376812;11
doc/admin/install/digitalocean.md;48;2;3;0.10416666666666667;0.9056603773584906;0.9484536082474228;0.9583333333333334;0.9387755102040817;5;48;2;3;0.10416666666666667;0.9056603773584906;0.9484536082474228;0.9583333333333334;0.9387755102040817;5
doc/self-hosted/index.md;122;6;7;0.10655737704918032;0.9037037037037037;0.946938775510204;0.9508196721311475;0.943089430894309;13;122;13;16;0.23770491803278687;0.8079470198675497;0.8825910931174089;0.8934426229508197;0.872;29
packages/server/src/cli.ts;354;31;21;0.14689265536723164;0.8719211822660099;0.9255014326647565;0.9124293785310734;0.938953488372093;52;354;31;21;0.14689265536723164;0.8719211822660099;0.9255014326647565;0.9124293785310734;0.938953488372093;52
doc/self-hosted/index.md;125;16;13;0.232;0.8116883116883117;0.8825910931174089;0.872;0.8934426229508197;29;125;16;13;0.232;0.8116883116883117;0.8825910931174089;0.872;0.8934426229508197;29
packages/server/src/cli.ts;357;3;0;0.008403361344537815;0.9916666666666667;0.9957805907172996;0.9915966386554622;1.0;3;357;3;0;0.008403361344537815;0.9916666666666667;0.9957805907172996;0.9915966386554622;1.0;3
scripts/webpack.client.config.js;90;1;0;0.011111111111111112;0.989010989010989;0.9944134078212291;0.9888888888888889;1.0;1;90;1;0;0.011111111111111112;0.989010989010989;0.9944134078212291;0.9888888888888889;1.0;1
doc/self-hosted/index.md;125;9;9;0.144;0.8741258741258742;0.928;0.928;0.928;18;125;2;2;0.032;0.9689922480620154;0.984;0.984;0.984;4
README.md;93;2;0;0.021505376344086023;0.9789473684210527;0.9891304347826088;0.978494623655914;1.0;2;93;54;100;1.6559139784946237;0.3765182186234818;0.33620689655172414;0.41935483870967744;0.2805755395683453;154
README.md;144;99;47;1.0138888888888888;0.496551724137931;0.38135593220338987;0.3125;0.4891304347826087;146;144;100;48;1.0277777777777777;0.4931506849315068;0.3728813559322034;0.3055555555555556;0.4782608695652174;148
package.json;63;47;18;1.0317460317460319;0.4921875;0.32989690721649484;0.25396825396825395;0.47058823529411764;65;63;6;3;0.14285714285714285;0.875;0.9268292682926829;0.9047619047619048;0.95;9
yarn.lock;7816;7144;1283;1.0781729785056295;0.4811918980483901;0.13754989253914646;0.08597748208802457;0.34373401534526854;8427;7816;76;3;0.010107471852610031;0.9899936668777708;0.9949225528632946;0.9902763561924258;0.9996125532739248;79
src/node/app/vscode.ts;260;4;4;0.03076923076923077;0.9701492537313433;0.9846153846153847;0.9846153846153847;0.9846153846153847;8;260;4;10;0.05384615384615385;0.948905109489051;0.973384030418251;0.9846153846153847;0.9624060150375939;14
src/node/app/app.ts;178;4;4;0.0449438202247191;0.956989247311828;0.9775280898876404;0.9775280898876404;0.9775280898876404;8;178;56;8;0.3595505617977528;0.7355371900826446;0.7922077922077922;0.6853932584269663;0.9384615384615385;64
src/node/app/app.ts;192;4;4;0.041666666666666664;0.96;0.9791666666666666;0.9791666666666666;0.9791666666666666;8;192;4;4;0.041666666666666664;0.96;0.9791666666666666;0.9791666666666666;0.9791666666666666;8
src/node/entry.ts;136;28;2;0.22058823529411764;0.8192771084337349;0.8780487804878049;0.7941176470588235;0.9818181818181818;30;136;1;1;0.014705882352941176;0.9855072463768116;0.9926470588235294;0.9926470588235294;0.9926470588235294;2
src/node/cli.ts;238;13;0;0.0546218487394958;0.9482071713147411;0.9719222462203023;0.9453781512605042;1.0;13;238;3;3;0.025210084033613446;0.9754098360655737;0.9873949579831933;0.9873949579831933;0.9873949579831933;6
src/browser/media/manifest.json;15;7;5;0.8;0.5555555555555556;0.5714285714285715;0.5333333333333333;0.6153846153846154;12;15;7;5;0.8;0.5555555555555556;0.5714285714285715;0.5333333333333333;0.6153846153846154;12
src/browser/pages/login.html;60;29;28;0.95;0.5128205128205128;0.5210084033613446;0.5166666666666667;0.5254237288135594;57;60;1;1;0.03333333333333333;0.967741935483871;0.9833333333333333;0.9833333333333333;0.9833333333333333;2
src/browser/pages/update.html;40;19;10;0.725;0.5797101449275363;0.5915492957746479;0.525;0.6774193548387096;29;40;1;1;0.05;0.9523809523809523;0.975;0.975;0.975;2
src/browser/pages/error.html;35;8;6;0.4;0.7142857142857143;0.7941176470588236;0.7714285714285715;0.8181818181818182;14;35;1;1;0.05714285714285714;0.9459459459459459;0.9714285714285714;0.9714285714285714;0.9714285714285714;2
src/browser/pages/app.html;28;2;2;0.14285714285714285;0.875;0.9285714285714286;0.9285714285714286;0.9285714285714286;4;28;1;1;0.07142857142857142;0.9333333333333333;0.9642857142857143;0.9642857142857143;0.9642857142857143;2
src/browser/pages/home.html;59;2;2;0.06779661016949153;0.9365079365079365;0.9661016949152542;0.9661016949152542;0.9661016949152542;4;59;1;1;0.03389830508474576;0.9672131147540983;0.9830508474576272;0.9830508474576272;0.9830508474576272;2
src/browser/pages/vscode.html;103;4;4;0.07766990291262135;0.9279279279279279;0.9611650485436893;0.9611650485436893;0.9611650485436893;8;103;1;1;0.019417475728155338;0.9809523809523809;0.9902912621359223;0.9902912621359223;0.9902912621359223;2
src/node/app/update.ts;375;15;8;0.06133333333333333;0.9422110552763819;0.9690444145356663;0.96;0.9782608695652174;23;375;1;1;0.005333333333333333;0.9946949602122016;0.9973333333333333;0.9973333333333333;0.9973333333333333;2
src/node/app/vscode.ts;225;22;50;0.32;0.7575757575757576;0.8493723849372385;0.9022222222222223;0.8023715415019763;72;225;1;1;0.008888888888888889;0.9911894273127754;0.9955555555555555;0.9955555555555555;0.9955555555555555;2
src/node/entry.ts;192;72;29;0.5260416666666666;0.6552901023890785;0.7038123167155425;0.625;0.8053691275167785;101;192;4;1;0.026041666666666668;0.9746192893401016;0.9868766404199474;0.9791666666666666;0.9947089947089947;5
doc/FAQ.md;148;29;0;0.19594594594594594;0.8361581920903954;0.8913857677902622;0.8040540540540541;1.0;29;148;29;0;0.19594594594594594;0.8361581920903954;0.8913857677902622;0.8040540540540541;1.0;29
ci/lib.sh;95;18;1;0.2;0.8333333333333334;0.8901734104046243;0.8105263157894737;0.9871794871794872;19;95;1;21;0.23157894736842105;0.811965811965812;0.8952380952380952;0.9894736842105263;0.8173913043478261;22
doc/guide.md;249;7;3;0.040160642570281124;0.9613899613899614;0.9797570850202428;0.9718875502008032;0.9877551020408163;10;249;1;1;0.008032128514056224;0.9920318725099602;0.9959839357429718;0.9959839357429718;0.9959839357429718;2
ci/README.md;145;1;1;0.013793103448275862;0.9863945578231292;0.993103448275862;0.993103448275862;0.993103448275862;2;145;1;1;0.013793103448275862;0.9863945578231292;0.993103448275862;0.993103448275862;0.993103448275862;2
doc/install.md;185;9;9;0.0972972972972973;0.9113300492610837;0.9513513513513514;0.9513513513513514;0.9513513513513514;18;185;9;9;0.0972972972972973;0.9113300492610837;0.9513513513513514;0.9513513513513514;0.9513513513513514;18
src/node/app/vscode.ts;239;4;5;0.03765690376569038;0.9637096774193549;0.9812108559498954;0.9832635983263598;0.9791666666666666;9;239;3;4;0.029288702928870293;0.9715447154471545;0.9853862212943633;0.9874476987447699;0.9833333333333333;7
ci/dev/vscode.patch;3501;42;61;0.0294201656669523;0.9714206437291898;0.9853297251103832;0.9880034275921166;0.9826704545454545;103;3501;42;61;0.0294201656669523;0.9714206437291898;0.9853297251103832;0.9880034275921166;0.9826704545454545;103
src/node/http.ts;911;16;23;0.042810098792535674;0.9589473684210527;0.9786768726079826;0.9824368825466521;0.9749455337690632;39;911;16;23;0.042810098792535674;0.9589473684210527;0.9786768726079826;0.9824368825466521;0.9749455337690632;39
src/common/util.ts;103;21;20;0.39805825242718446;0.7152777777777778;0.8;0.7961165048543689;0.803921568627451;41;103;21;20;0.39805825242718446;0.7152777777777778;0.8;0.7961165048543689;0.803921568627451;41
