file;totalLines_svn;addedLines_svn;removedLines_svn;percentageOfChange_svn;accuracy_svn;measure_svn;recall_svn;precision_svn;effort_svn;totalLines_git;addedLines_git;removedLines_git;percentageOfChange_git;accuracy_git;measure_git;recall_git;precision_git;effort_git
src/json.cc;2106;12;27;0.018518518518518517;0.9818181818181818;0.9907735982966643;0.9943019943019943;0.9872701555869873;39;2106;2;0;9.49667616334283E-4;0.9990512333965844;0.9995249406175772;0.9990503323836657;1.0;2
src/json.cc;2202;17;9;0.011807447774750226;0.9883303411131059;0.994085532302093;0.9922797456857403;0.995897903372835;26;2202;32;32;0.029064486830154404;0.971756398940865;0.9854677565849228;0.9854677565849228;0.9854677565849228;64
src/json.cc;2437;218;39;0.10545752974969225;0.9046028210838901;0.9452609158679446;0.9105457529749692;0.9827280779450841;257;2437;3;1;0.0016413623307345096;0.9983613273248668;0.9991789819376027;0.9987689782519491;0.9995893223819302;4
test/json_unit.cc;1897;44;0;0.02319451765946231;0.9773312725399279;0.9882666666666666;0.9768054823405377;1.0;44;1897;44;0;0.02319451765946231;0.9773312725399279;0.9882666666666666;0.9768054823405377;1.0;44
src/json.h;452;6;0;0.01327433628318584;0.9868995633187773;0.9933184855233852;0.9867256637168141;1.0;6;452;6;0;0.01327433628318584;0.9868995633187773;0.9933184855233852;0.9867256637168141;1.0;6
src/json.cc;2508;45;1;0.018341307814992026;0.9819890368050117;0.9907481898632342;0.9820574162679426;0.9995941558441559;46;2508;214;8;0.08851674641148326;0.9186813186813186;0.9538461538461538;0.9146730462519936;0.996524761077324;222
test/unit.cpp;6963;1981;1153;0.4500933505672842;0.6896107754778648;0.7607268285234388;0.71549619416918;0.8120619396903015;3134;6963;6;0;8.616975441619991E-4;0.9991390443392165;0.9995689655172414;0.999138302455838;1.0;6
src/json.hpp;4387;82;25;0.024390243902439025;0.9761904761904762;0.9877251347940805;0.9813084112149533;0.9942263279445728;107;4387;8;2;0.0022794620469569183;0.9977257220832386;0.9988594890510949;0.9981764303624344;0.9995434832230085;10
src/json.hpp.re2c;3793;78;13;0.023991563406274716;0.9765705458290422;0.9879005451402739;0.9794358027946217;0.9965128755364807;91;3793;50;18;0.01792776166622726;0.9823879823879824;0.990998146677257;0.9868178223042446;0.9952140388194629;68
src/json.hpp.re2c;4095;4;4;0.0019536019536019536;0.9980502071654886;0.9990231990231991;0.999023199023199;0.999023199023199;8;4095;54;183;0.05787545787545788;0.9452908587257618;0.9715109989181392;0.9868131868131869;0.9566761363636364;237
src/json.hpp;4789;8;8;0.003340989768218835;0.9966701352757544;0.9983295051158906;0.9983295051158906;0.9983295051158906;16;4789;54;183;0.049488410941741494;0.9528452049343414;0.9755846296487072;0.9887241595322614;0.9627897519316796;237
src/json.hpp;4924;47;32;0.016043866774979692;0.9842094743154107;0.9919658293501475;0.9904549147034931;0.9934813607659401;79;4924;5;0;0.0010154346060113728;0.9989855954554676;0.9994920247891903;0.9989845653939886;1.0;5
src/json.hpp.re2c;4217;4;12;0.00379416646905383;0.9962201748169147;0.9981047145226251;0.9990514583827366;0.9971597633136094;16;4217;12;18;0.007114062129475931;0.9929361902519426;0.9964454976303317;0.9971543751482096;0.9957376272791855;30
src/json.hpp.re2c;6610;0;3;4.53857791225416E-4;0.9995463481022229;0.9997731225894275;1.0;0.9995463481022229;3;6610;2;2;6.05143721633888E-4;0.999395222255821;0.999697428139183;0.999697428139183;0.999697428139183;4
src/json.hpp.re2c;6610;2;5;0.001059001512859304;0.9989421187849479;0.9994706193753308;0.999697428139183;0.9992439135037048;7;6610;1;1;3.02571860816944E-4;0.999697519661222;0.9998487140695915;0.9998487140695915;0.9998487140695915;2
src/json.hpp.re2c;6615;3;6;0.0013605442176870747;0.998641304347826;0.9993198821128995;0.999546485260771;0.99909338168631;9;6615;5;0;7.558578987150416E-4;0.9992447129909365;0.9996219281663516;0.999244142101285;1.0;5
src/json.hpp.re2c;6598;8;6;0.002121855107608366;0.9978826376285541;0.9989389116264968;0.9987875113670809;0.9990903577926016;14;6598;25;42;0.010154592300697181;0.989947486871718;0.9949292363581322;0.9962109730221279;0.9936507936507937;67
src/json.hpp;7289;0;6;8.231581835642749E-4;0.9991775188485263;0.9995885902358749;1.0;0.9991775188485263;6;7289;0;6;8.231581835642749E-4;0.9991775188485263;0.9995885902358749;1.0;0.9991775188485263;6
test/unit.cpp;10394;186;0;0.017894939388108523;0.9824196597353497;0.9909717503155033;0.9821050606118915;1.0;186;10394;186;0;0.017894939388108523;0.9824196597353497;0.9909717503155033;0.9821050606118915;1.0;186
src/json.hpp.re2c;6601;1;1;3.029843963035904E-4;0.9996971073754354;0.9998485078018482;0.9998485078018482;0.9998485078018482;2;6601;8;2;0.0015149219815179518;0.9984873695356224;0.9992421946044255;0.9987880624147857;0.999696739954511;10
src/json.hpp;7295;2;2;5.483207676490747E-4;0.9994519797232497;0.9997258396161754;0.9997258396161754;0.9997258396161754;4;7295;1;1;2.7416038382453733E-4;0.9997259147594902;0.9998629198080877;0.9998629198080877;0.9998629198080877;2
src/json.hpp.re2c;6595;2;2;6.065200909780137E-4;0.9993938475526595;0.999696739954511;0.999696739954511;0.999696739954511;4;6595;0;6;9.097801364670204E-4;0.9990910468110892;0.9995453167626553;1.0;0.9990910468110892;6
src/json.hpp;7289;2;8;0.0013719303059404582;0.9986299493081244;0.9993143170597915;0.9997256139388119;0.9989033584647018;10;7289;0;6;8.231581835642749E-4;0.9991775188485263;0.9995885902358749;1.0;0.9991775188485263;6
