file;totalLines_svn;addedLines_svn;removedLines_svn;percentageOfChange_svn;accuracy_svn;measure_svn;recall_svn;precision_svn;effort_svn;totalLines_git;addedLines_git;removedLines_git;percentageOfChange_git;accuracy_git;measure_git;recall_git;precision_git;effort_git
requests/core.py;434;236;274;1.1751152073732718;0.4597457627118644;0.4370860927152318;0.45622119815668205;0.4194915254237288;510;434;229;230;1.0576036866359446;0.48600223964165734;0.4718066743383199;0.47235023041474655;0.47126436781609193;459
requests/packages/__init__.py;3;2;0;0.6666666666666666;0.6;0.5;0.3333333333333333;1.0;2;3;1;34;11.666666666666666;0.07894736842105263;0.10256410256410256;0.6666666666666666;0.05555555555555555;35
requests/core.py;442;6;9;0.033936651583710405;0.9671772428884027;0.9830890642615558;0.9864253393665159;0.9797752808988764;15;442;6;9;0.033936651583710405;0.9671772428884027;0.9830890642615558;0.9864253393665159;0.9797752808988764;15
requests/core.py;501;1;1;0.003992015968063872;0.9960238568588469;0.998003992015968;0.998003992015968;0.998003992015968;2;501;9;3;0.023952095808383235;0.9766081871345029;0.9879518072289156;0.9820359281437125;0.9939393939393939;12
test_requests.py;131;11;0;0.08396946564885496;0.9225352112676056;0.9561752988047809;0.916030534351145;1.0;11;131;10;0;0.07633587786259542;0.9290780141843972;0.9603174603174602;0.9236641221374046;1.0;10
requests/core.py;557;16;4;0.03590664272890485;0.9653379549393414;0.9818511796733213;0.9712746858168761;0.9926605504587156;20;557;19;14;0.059245960502693;0.9440677966101695;0.9702434625788999;0.9658886894075404;0.9746376811594203;33
requests/core.py;560;20;15;0.0625;0.9411764705882353;0.968609865470852;0.9642857142857143;0.972972972972973;35;560;20;15;0.0625;0.9411764705882353;0.968609865470852;0.9642857142857143;0.972972972972973;35
requests/api.py;118;5;2;0.059322033898305086;0.944;0.9699570815450643;0.9576271186440678;0.9826086956521739;7;118;3;3;0.05084745762711865;0.9516129032258065;0.9745762711864406;0.9745762711864406;0.9745762711864406;6
requests/api.py;121;9;6;0.12396694214876033;0.8897058823529411;0.9372384937238494;0.9256198347107438;0.9491525423728814;15;121;1;12;0.10743801652892562;0.9029850746268657;0.9486166007905139;0.9917355371900827;0.9090909090909091;13
requests/api.py;184;91;28;0.6467391304347826;0.6072607260726073;0.6098360655737705;0.5054347826086957;0.768595041322314;119;184;8;8;0.08695652173913043;0.92;0.9565217391304348;0.9565217391304348;0.9565217391304348;16
requests/models.py;554;10;7;0.030685920577617327;0.9702276707530648;0.9846153846153846;0.9819494584837545;0.9872958257713249;17;554;7;6;0.023465703971119134;0.9770723104056437;0.988256549232159;0.9873646209386282;0.9891500904159132;13
test_requests.py;357;5;2;0.0196078431372549;0.9807692307692307;0.9901547116736991;0.9859943977591037;0.9943502824858758;7;357;24;0;0.06722689075630252;0.937007874015748;0.9652173913043478;0.9327731092436975;1.0;24
requests/models.py;567;29;13;0.07407407407407407;0.9310344827586207;0.9624329159212881;0.9488536155202821;0.9764065335753176;42;567;29;13;0.07407407407407407;0.9310344827586207;0.9624329159212881;0.9488536155202821;0.9764065335753176;42
requests/models.py;574;7;1;0.013937282229965157;0.9862542955326461;0.9929947460595445;0.9878048780487805;0.9982394366197183;8;574;7;1;0.013937282229965157;0.9862542955326461;0.9929947460595445;0.9878048780487805;0.9982394366197183;8
requests/models.py;579;6;4;0.017271157167530225;0.9830220713073005;0.991349480968858;0.9896373056994818;0.9930675909878682;10;579;6;4;0.017271157167530225;0.9830220713073005;0.991349480968858;0.9896373056994818;0.9930675909878682;10
docs/user/install.rst;53;1;1;0.03773584905660377;0.9636363636363636;0.9811320754716981;0.9811320754716981;0.9811320754716981;2;53;2;2;0.07547169811320754;0.9298245614035088;0.9622641509433962;0.9622641509433962;0.9622641509433962;4
docs/user/install.rst;53;2;2;0.07547169811320754;0.9298245614035088;0.9622641509433962;0.9622641509433962;0.9622641509433962;4;53;1;1;0.03773584905660377;0.9636363636363636;0.9811320754716981;0.9811320754716981;0.9811320754716981;2
requests/models.py;581;19;2;0.03614457831325301;0.9651162790697675;0.9816593886462882;0.9672977624784854;0.9964539007092199;21;581;2;1;0.0051635111876075735;0.9948630136986302;0.9974160206718347;0.9965576592082617;0.9982758620689656;3
AUTHORS;37;2;1;0.08108108108108109;0.925;0.9589041095890412;0.9459459459459459;0.9722222222222222;3;37;2;1;0.08108108108108109;0.925;0.9589041095890412;0.9459459459459459;0.9722222222222222;3
requests/models.py;626;64;17;0.12939297124600638;0.8854314002828855;0.9327800829875519;0.8977635782747604;0.9706390328151986;81;626;25;9;0.054313099041533544;0.9484848484848485;0.9724919093851132;0.9600638977635783;0.9852459016393442;34
requests/api.py;184;43;43;0.4673913043478261;0.6814814814814815;0.766304347826087;0.7663043478260869;0.7663043478260869;86;184;8;8;0.08695652173913043;0.92;0.9565217391304348;0.9565217391304348;0.9565217391304348;16
requests/models.py;610;62;18;0.13114754098360656;0.8840579710144928;0.9319727891156462;0.898360655737705;0.9681978798586572;80;610;9;25;0.05573770491803279;0.9472049689440993;0.9724919093851132;0.9852459016393442;0.9600638977635783;34
docs/user/advanced.rst;137;1;0;0.0072992700729927005;0.9927536231884058;0.9963369963369962;0.9927007299270073;1.0;1;137;1;1;0.014598540145985401;0.9856115107913669;0.9927007299270073;0.9927007299270073;0.9927007299270073;2
docs/user/quickstart.rst;134;1;1;0.014925373134328358;0.9852941176470589;0.9925373134328358;0.9925373134328358;0.9925373134328358;2;134;1;1;0.014925373134328358;0.9852941176470589;0.9925373134328358;0.9925373134328358;0.9925373134328358;2
